Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Season
1,Trae Young,23,ATL,PG,76,76,2652,711,1544,0.46,233,610,0.382,478,934,0.512,0.536,500,553,0.904,50,234,284,737,72,7,303,128,2155,0,"AS,NBA3",2022
2,DeMar DeRozan,32,CHI,PF,76,76,2743,774,1535,0.504,50,142,0.352,724,1393,0.52,0.521,520,593,0.877,56,336,392,374,68,24,181,178,2118,0,"MVP-10,AS,NBA2",2022
3,Joel Embiid,27,PHI,C,68,68,2297,666,1334,0.499,93,251,0.371,573,1083,0.529,0.534,654,803,0.814,146,650,796,284,77,99,214,181,2079,2,"MVP-2,AS,NBA2",2022
4,Jayson Tatum,23,BOS,SF,76,76,2731,708,1564,0.453,230,651,0.353,478,913,0.524,0.526,400,469,0.853,85,524,609,334,75,49,217,174,2046,0,"MVP-6,AS,NBA1",2022
5,Nikola Jokić,26,DEN,C,74,74,2476,764,1311,0.583,97,288,0.337,667,1023,0.652,0.62,379,468,0.81,206,813,1019,584,109,63,281,191,2004,19,"MVP-1,AS,NBA1",2022
6,Giannis Antetokounmpo,27,MIL,PF,67,67,2204,689,1245,0.553,71,242,0.293,618,1003,0.616,0.582,553,766,0.722,134,644,778,388,72,91,219,212,2002,4,"MVP-3,DPOY-6,AS,NBA1,DEF1",2022
7,Luka Dončić,22,DAL,PG,65,65,2301,641,1403,0.457,201,569,0.353,440,834,0.528,0.529,364,489,0.744,56,537,593,568,75,36,292,145,1847,10,"MVP-5,AS,NBA1",2022
8,Devin Booker,25,PHO,SG,68,68,2345,662,1421,0.466,183,478,0.383,479,943,0.508,0.53,315,363,0.868,45,297,342,329,77,26,162,180,1822,0,"MVP-4,AS,NBA1",2022
9,Karl-Anthony Towns,26,MIN,C,74,74,2476,642,1214,0.529,150,366,0.41,492,848,0.58,0.591,384,467,0.822,194,533,727,269,72,83,226,267,1818,1,"AS,NBA3",2022
10,Donovan Mitchell,25,UTA,SG,67,67,2266,617,1376,0.448,232,654,0.355,385,722,0.533,0.533,267,313,0.853,55,227,282,358,99,12,200,164,1733,0,AS,2022
11,LeBron James,37,LAL,C,56,56,2084,640,1221,0.524,161,448,0.359,479,773,0.62,0.59,254,336,0.756,63,396,459,349,73,59,196,121,1695,6,"MVP-10,AS,NBA3",2022
12,Kevin Durant,33,BRK,PF,55,55,2047,578,1115,0.518,115,300,0.383,463,815,0.568,0.57,372,409,0.91,29,378,407,351,48,52,191,113,1643,4,"MVP-10,AS,NBA2",2022
13,Zach LaVine,26,CHI,SG,67,67,2328,565,1186,0.476,185,475,0.389,380,711,0.534,0.554,320,375,0.853,22,286,308,303,41,23,171,120,1635,0,AS,2022
14,Stephen Curry,33,GSW,PG,64,64,2211,535,1224,0.437,285,750,0.38,250,474,0.527,0.554,275,298,0.923,34,301,335,404,85,23,206,130,1630,2,"MVP-8,AS,NBA2",2022
15,Miles Bridges,23,CHO,PF,80,80,2837,596,1214,0.491,154,465,0.331,442,749,0.59,0.554,267,333,0.802,90,469,559,300,74,67,150,193,1613,0,,2022
16,Ja Morant,22,MEM,PG,57,57,1889,580,1177,0.493,88,256,0.344,492,921,0.534,0.53,316,415,0.761,77,248,325,384,66,22,196,86,1564,1,"MVP-7,MIP-1,AS,NBA2",2022
17,Jaylen Brown,25,BOS,SF,66,66,2220,576,1217,0.473,166,464,0.358,410,753,0.544,0.541,241,318,0.758,53,351,404,231,70,18,178,163,1559,2,,2022
18,Pascal Siakam,27,TOR,PF,68,68,2578,596,1207,0.494,75,218,0.344,521,989,0.527,0.525,284,379,0.749,128,452,580,360,85,42,181,225,1551,2,NBA3,2022
19,Anthony Edwards,20,MIN,SG,72,72,2466,549,1245,0.441,215,602,0.357,334,643,0.519,0.527,220,280,0.786,62,281,343,275,105,46,190,164,1533,0,,2022
20,LaMelo Ball,20,CHO,PG,75,75,2422,538,1254,0.429,220,565,0.389,318,689,0.462,0.517,212,243,0.872,108,393,501,571,119,30,245,237,1508,5,AS,2022
21,Darius Garland,22,CLE,PG,68,68,2430,542,1173,0.462,174,454,0.383,368,719,0.512,0.536,215,241,0.892,39,185,224,583,89,7,248,115,1473,1,AS,2022
22,Julius Randle,27,NYK,PF,72,72,2544,512,1246,0.411,120,390,0.308,392,856,0.458,0.459,303,401,0.756,125,591,716,370,53,39,245,205,1447,1,,2022
23,Russell Westbrook,33,LAL,PG,78,78,2678,548,1233,0.444,79,265,0.298,469,968,0.485,0.476,266,399,0.667,110,470,580,550,75,20,295,235,1441,10,,2022
24,Dejounte Murray,25,SAS,PG,68,68,2366,573,1241,0.462,96,294,0.327,477,947,0.504,0.5,196,247,0.794,80,483,563,627,138,23,180,138,1438,13,AS,2022
25,James Harden,32,2TM,PG,65,65,2419,407,992,0.41,148,448,0.33,259,544,0.476,0.485,470,536,0.877,55,445,500,667,82,36,284,153,1432,11,AS,2022
25,James Harden,32,BRK,PG,44,44,1627,292,706,0.414,102,307,0.332,190,399,0.476,0.486,304,350,0.869,42,309,351,447,56,31,212,105,990,9,,2022
25,James Harden,32,PHI,PG,21,21,792,115,286,0.402,46,141,0.326,69,145,0.476,0.483,166,186,0.892,13,136,149,220,26,5,72,48,442,2,,2022
26,Terry Rozier,27,CHO,SG,73,73,2458,518,1167,0.444,222,593,0.374,296,574,0.516,0.539,150,176,0.852,56,259,315,326,93,25,96,119,1408,1,,2022
27,Jordan Poole,22,GSW,SG,76,51,2283,474,1058,0.448,211,580,0.364,263,478,0.55,0.548,246,266,0.925,34,226,260,304,60,23,187,206,1405,0,,2022
28,RJ Barrett,21,NYK,SF,70,70,2417,487,1194,0.408,138,404,0.342,349,790,0.442,0.466,290,406,0.714,66,342,408,208,43,16,151,142,1402,0,,2022
29,Desmond Bane,23,MEM,SG,76,76,2266,508,1101,0.461,228,523,0.436,280,578,0.484,0.565,140,155,0.903,46,288,334,208,92,29,111,196,1384,0,,2022
30,Shai Gilgeous-Alexander,23,OKC,PG,56,56,1942,477,1052,0.453,89,297,0.3,388,755,0.514,0.496,328,405,0.81,37,241,278,331,71,46,154,142,1371,1,,2022
31,CJ McCollum,30,2TM,PG,62,62,2145,536,1164,0.46,182,469,0.388,354,695,0.509,0.539,116,170,0.682,53,216,269,315,70,22,127,121,1370,0,,2022
31,CJ McCollum,30,POR,SG,36,36,1267,290,665,0.436,111,289,0.384,179,376,0.476,0.52,48,68,0.706,34,119,153,163,36,21,70,77,739,0,,2022
31,CJ McCollum,30,NOP,PG,26,26,878,246,499,0.493,71,180,0.394,175,319,0.549,0.564,68,102,0.667,19,97,116,152,34,1,57,44,631,0,,2022
32,De'Aaron Fox,24,SAC,PG,59,59,2083,516,1092,0.473,74,249,0.297,442,843,0.524,0.506,261,348,0.75,25,206,231,330,68,25,168,172,1367,0,,2022
33,Tyler Herro,22,MIA,SG,66,10,2151,501,1122,0.447,175,439,0.399,326,683,0.477,0.525,190,219,0.868,32,297,329,263,44,8,174,95,1367,0,6MOY-1,2022
34,Khris Middleton,30,MIL,SF,66,66,2141,452,1021,0.443,162,434,0.373,290,587,0.494,0.522,259,291,0.89,41,315,356,358,76,18,190,160,1325,0,AS,2022
35,Saddiq Bey,22,DET,SF,82,82,2704,450,1136,0.396,211,610,0.346,239,526,0.454,0.489,210,254,0.827,107,334,441,233,73,16,96,128,1321,0,,2022
36,Fred VanVleet,27,TOR,PG,65,65,2462,442,1097,0.403,242,642,0.377,200,455,0.44,0.513,194,222,0.874,44,245,289,434,111,35,170,162,1320,1,AS,2022
37,Jonas Valančiūnas,29,NOP,C,74,74,2240,510,938,0.544,57,158,0.361,453,780,0.581,0.574,237,289,0.82,226,617,843,190,41,60,179,247,1314,0,,2022
38,Tyrese Maxey,21,PHI,PG,75,74,2650,483,995,0.485,132,309,0.427,351,686,0.512,0.552,213,246,0.866,26,214,240,321,55,32,88,156,1311,0,,2022
39,Nikola Vučević,31,CHI,C,73,73,2418,546,1154,0.473,104,331,0.314,442,823,0.537,0.518,92,121,0.76,142,662,804,236,70,71,136,181,1288,0,,2022
40,Jalen Brunson,25,DAL,SG,79,61,2524,506,1008,0.502,94,252,0.373,412,756,0.545,0.549,179,213,0.84,43,266,309,377,66,3,124,151,1285,0,,2022
41,Gary Trent Jr.,23,TOR,SG,70,69,2448,450,1086,0.414,209,545,0.383,241,541,0.445,0.511,174,204,0.853,26,165,191,141,122,19,73,144,1283,0,,2022
42,Keldon Johnson,22,SAS,SF,75,74,2392,471,1011,0.466,159,399,0.398,312,612,0.51,0.545,177,234,0.756,80,377,457,158,58,14,92,148,1278,0,,2022
43,Jaren Jackson Jr.,22,MEM,PF,78,78,2126,430,1036,0.415,128,401,0.319,302,635,0.476,0.477,284,345,0.823,119,335,454,86,73,177,130,272,1272,0,"DPOY-5,DEF1",2022
44,Jordan Clarkson,29,UTA,SG,79,1,2141,466,1113,0.419,190,597,0.318,276,516,0.535,0.504,144,174,0.828,67,206,273,194,66,16,129,149,1266,0,6MOY-4,2022
45,Harrison Barnes,29,SAC,PF,77,77,2587,391,834,0.469,142,360,0.394,249,474,0.525,0.554,341,413,0.826,82,350,432,186,53,14,118,94,1265,0,,2022
46,Buddy Hield,29,2TM,SG,81,32,2499,446,1098,0.406,262,716,0.366,184,382,0.482,0.526,111,127,0.874,66,287,353,229,73,25,153,184,1265,0,,2022
46,Buddy Hield,29,SAC,SG,55,6,1574,265,693,0.382,182,495,0.368,83,198,0.419,0.514,80,92,0.87,43,178,221,105,48,15,90,113,792,0,,2022
46,Buddy Hield,29,IND,SG,26,26,925,181,405,0.447,80,221,0.362,101,184,0.549,0.546,31,35,0.886,23,109,132,124,25,10,63,71,473,0,,2022
47,Reggie Jackson,31,LAC,SG,75,75,2337,479,1222,0.392,167,512,0.326,312,710,0.439,0.46,138,163,0.847,39,232,271,359,55,15,173,159,1263,0,,2022
48,Tobias Harris,29,PHI,PF,73,73,2543,493,1022,0.482,101,275,0.367,392,747,0.525,0.532,170,202,0.842,77,419,496,252,47,43,116,164,1257,1,,2022
49,Andrew Wiggins,26,GSW,SF,73,73,2329,475,1019,0.466,157,399,0.393,318,620,0.513,0.543,149,235,0.634,85,240,325,161,76,51,111,158,1256,0,AS,2022
50,Bojan Bogdanović,32,UTA,PF,69,69,2131,422,928,0.455,181,468,0.387,241,460,0.524,0.552,223,260,0.858,58,238,296,120,34,1,118,116,1248,0,,2022
51,Brandon Ingram,24,NOP,SF,55,55,1869,453,983,0.461,74,226,0.327,379,757,0.501,0.498,266,322,0.826,35,285,320,307,34,26,151,119,1246,0,,2022
52,Jrue Holiday,31,MIL,PG,67,64,2207,478,954,0.501,132,321,0.411,346,633,0.547,0.57,137,180,0.761,69,232,301,457,108,29,183,133,1225,0,"DPOY-8,DEF2",2022
53,Jimmy Butler,32,MIA,SF,57,57,1931,398,829,0.48,27,116,0.233,371,713,0.52,0.496,396,455,0.87,102,234,336,312,94,27,121,88,1219,4,AS,2022
54,Christian Wood,26,HOU,C,68,67,2094,440,878,0.501,131,336,0.39,309,542,0.57,0.576,207,332,0.623,110,576,686,155,54,65,126,171,1218,0,,2022
55,Franz Wagner,20,ORL,SF,79,79,2429,456,975,0.468,96,271,0.354,360,704,0.511,0.517,189,219,0.863,84,272,356,231,68,34,119,164,1197,0,ROY-5,2022
56,Tyrese Haliburton,21,2TM,PG,77,77,2695,430,909,0.473,161,389,0.414,269,520,0.517,0.562,160,190,0.842,61,250,311,628,134,49,199,121,1181,0,,2022
56,Tyrese Haliburton,21,SAC,SG,51,51,1757,268,586,0.457,104,252,0.413,164,334,0.491,0.546,87,104,0.837,39,160,199,379,86,34,115,71,727,0,,2022
56,Tyrese Haliburton,21,IND,PG,26,26,938,162,323,0.502,57,137,0.416,105,186,0.565,0.59,73,86,0.849,22,90,112,249,48,15,84,50,454,0,,2022
57,D'Angelo Russell,25,MIN,PG,65,65,2077,401,975,0.411,176,518,0.34,225,457,0.492,0.502,198,240,0.825,25,191,216,460,62,22,165,130,1176,0,,2022
58,Domantas Sabonis,25,2TM,PF,62,61,2136,443,773,0.573,39,125,0.312,404,648,0.623,0.598,246,332,0.741,201,551,752,323,59,27,195,203,1171,5,,2022
58,Domantas Sabonis,25,IND,PF,47,46,1632,331,571,0.58,35,108,0.324,296,463,0.639,0.61,191,258,0.74,155,412,567,236,46,22,143,146,888,5,,2022
58,Domantas Sabonis,25,SAC,PF,15,15,504,112,202,0.554,4,17,0.235,108,185,0.584,0.564,55,74,0.743,46,139,185,87,13,5,52,57,283,0,,2022
59,Mikal Bridges,25,PHO,SF,82,82,2854,458,858,0.534,115,312,0.369,343,546,0.628,0.601,131,157,0.834,74,273,347,185,96,36,68,150,1162,0,"DPOY-2,DEF1",2022
60,Jalen Green,19,HOU,SG,67,67,2138,406,954,0.426,157,458,0.343,249,496,0.502,0.508,188,236,0.797,33,193,226,176,44,18,135,103,1157,0,ROY-4,2022
61,Kelly Oubre Jr.,26,CHO,SF,76,13,1999,410,932,0.44,191,553,0.345,219,379,0.578,0.542,126,189,0.667,79,223,302,84,77,31,67,189,1137,0,6MOY-7,2022
62,Scottie Barnes,20,TOR,PF,74,74,2617,459,932,0.492,58,193,0.301,401,739,0.543,0.524,158,215,0.735,195,362,557,256,80,55,136,192,1134,0,ROY-1,2022
63,Kyle Kuzma,26,WAS,PF,66,66,2204,423,936,0.452,128,375,0.341,295,561,0.526,0.52,156,219,0.712,70,491,561,233,42,57,169,128,1130,1,,2022
64,Aaron Gordon,26,DEN,PF,75,75,2376,434,834,0.52,87,260,0.335,347,574,0.605,0.573,171,230,0.743,125,314,439,188,44,44,133,148,1126,0,,2022
65,Evan Fournier,29,NYK,SG,80,80,2358,402,965,0.417,241,619,0.389,161,346,0.465,0.541,80,113,0.708,34,176,210,171,79,20,105,180,1125,0,,2022
66,Cade Cunningham,20,DET,SG,64,64,2088,429,1031,0.416,114,363,0.314,315,668,0.472,0.471,142,168,0.845,58,296,354,356,78,43,234,200,1114,2,ROY-3,2022
67,Bam Adebayo,24,MIA,C,56,56,1825,406,729,0.557,0,6,0.0,406,723,0.562,0.557,256,340,0.753,137,427,564,190,80,44,148,171,1068,0,"DPOY-4,DEF2",2022
68,Cole Anthony,21,ORL,PG,65,65,2059,357,912,0.391,132,391,0.338,225,521,0.432,0.464,216,253,0.854,32,316,348,369,46,17,170,171,1062,0,,2022
69,Bobby Portis,26,MIL,C,72,59,2028,417,871,0.479,133,338,0.393,284,533,0.533,0.555,85,113,0.752,180,477,657,86,53,51,90,174,1052,0,,2022
70,Malik Monk,23,LAL,SG,76,37,2139,391,826,0.473,173,442,0.391,218,384,0.568,0.578,93,117,0.795,37,219,256,218,61,29,122,138,1048,0,,2022
71,Will Barton,31,DEN,SG,71,71,2277,392,896,0.438,157,430,0.365,235,466,0.504,0.525,102,127,0.803,44,296,340,276,55,31,127,114,1043,0,,2022
72,Evan Mobley,20,CLE,PF,69,69,2331,422,830,0.508,23,92,0.25,399,738,0.541,0.522,167,252,0.663,143,427,570,174,56,115,133,147,1034,0,ROY-2,2022
73,Kristaps Porziņģis,26,2TM,PF,51,51,1481,352,767,0.459,78,252,0.31,274,515,0.532,0.51,248,286,0.867,102,309,411,119,37,84,81,137,1030,0,,2022
73,Kristaps Porziņģis,26,DAL,PF,34,34,1002,229,508,0.451,49,173,0.283,180,335,0.537,0.499,147,170,0.865,64,197,261,69,25,59,53,88,654,0,,2022
73,Kristaps Porziņģis,26,WAS,PF,17,17,479,123,259,0.475,29,79,0.367,94,180,0.522,0.531,101,116,0.871,38,112,150,50,12,25,28,49,376,0,,2022
74,Rudy Gobert,29,UTA,C,66,66,2120,362,508,0.713,0,4,0.0,362,504,0.718,0.713,303,439,0.69,241,727,968,72,45,137,119,176,1027,0,"DPOY-3,AS,DEF1",2022
75,Kentavious Caldwell-Pope,28,WAS,SG,77,77,2329,361,829,0.435,159,408,0.39,202,421,0.48,0.531,137,154,0.89,41,220,261,145,83,26,97,139,1018,0,,2022
76,Kevin Love,33,CLE,C,74,4,1665,327,761,0.43,187,477,0.392,140,284,0.493,0.553,166,198,0.838,87,449,536,160,26,18,98,101,1007,0,6MOY-2,2022
77,Deandre Ayton,23,PHO,C,58,58,1713,442,697,0.634,7,19,0.368,435,678,0.642,0.639,106,142,0.746,149,444,593,84,40,40,91,142,997,0,,2022
78,Derrick White,27,2TM,SG,75,52,2199,337,800,0.421,115,369,0.312,222,431,0.515,0.493,203,235,0.864,38,223,261,366,64,58,119,172,992,0,,2022
78,Derrick White,27,SAS,SG,49,48,1486,243,570,0.426,81,258,0.314,162,312,0.519,0.497,139,160,0.869,25,148,173,274,49,42,87,116,706,0,,2022
78,Derrick White,27,BOS,SG,26,4,713,94,230,0.409,34,111,0.306,60,119,0.504,0.483,64,75,0.853,13,75,88,92,15,16,32,56,286,0,,2022
79,Anfernee Simons,22,POR,SG,57,30,1681,353,797,0.443,179,442,0.405,174,355,0.49,0.555,103,116,0.888,26,125,151,221,30,6,115,110,988,0,,2022
80,Mike Conley,34,UTA,PG,72,72,2058,344,791,0.435,169,414,0.408,175,377,0.464,0.542,129,162,0.796,47,170,217,385,96,21,123,142,986,0,,2022
81,Caris LeVert,27,2TM,SG,58,49,1781,379,854,0.444,82,256,0.32,297,598,0.497,0.492,146,193,0.756,43,171,214,248,51,23,108,131,986,0,,2022
81,Caris LeVert,27,IND,SG,39,39,1214,278,622,0.447,61,189,0.323,217,433,0.501,0.496,111,146,0.76,30,120,150,173,35,18,75,91,728,0,,2022
81,Caris LeVert,27,CLE,SG,19,10,567,101,232,0.435,21,67,0.313,80,165,0.485,0.481,35,47,0.745,13,51,64,75,16,5,33,40,258,0,,2022
82,Seth Curry,31,2TM,SG,64,64,2135,360,739,0.487,158,374,0.422,202,365,0.553,0.594,82,94,0.872,21,179,200,230,53,14,109,148,960,0,,2022
82,Seth Curry,31,PHI,SG,45,45,1566,256,528,0.485,100,250,0.4,156,278,0.561,0.58,64,73,0.877,17,134,151,181,36,11,84,101,676,0,,2022
82,Seth Curry,31,BRK,SG,19,19,569,104,211,0.493,58,124,0.468,46,87,0.529,0.63,18,21,0.857,4,45,49,49,17,3,25,47,284,0,,2022
83,Chris Paul,36,PHO,PG,65,65,2139,363,736,0.493,63,199,0.317,300,537,0.559,0.536,169,202,0.837,22,261,283,702,121,20,153,134,958,2,"MVP-9,AS,NBA3",2022
84,Malik Beasley,25,MIN,SG,79,18,1976,332,850,0.391,240,637,0.377,92,213,0.432,0.532,49,60,0.817,26,201,227,116,43,12,43,88,953,0,,2022
85,Bogdan Bogdanović,29,ATL,SG,63,27,1848,342,794,0.431,169,459,0.368,173,335,0.516,0.537,97,115,0.843,29,221,250,194,68,14,70,132,950,0,6MOY-6,2022
86,Kevin Porter Jr.,21,HOU,PG,61,61,1907,335,808,0.415,155,413,0.375,180,395,0.456,0.511,124,193,0.642,43,224,267,376,69,22,192,156,949,1,,2022
87,Monte Morris,26,DEN,PG,75,74,2239,374,773,0.484,124,314,0.395,250,459,0.545,0.564,73,84,0.869,27,199,226,333,56,14,78,92,945,0,,2022
88,Alec Burks,30,NYK,SG,81,44,2318,285,728,0.391,157,389,0.404,128,339,0.378,0.499,217,264,0.822,47,350,397,239,85,26,91,215,944,0,,2022
89,Montrezl Harrell,28,2TM,C,71,3,1641,358,555,0.645,4,17,0.235,354,538,0.658,0.649,212,296,0.716,149,282,431,145,29,43,72,137,932,0,6MOY-9,2022
89,Montrezl Harrell,28,WAS,C,46,3,1117,247,383,0.645,4,15,0.267,243,368,0.66,0.65,149,205,0.727,96,213,309,96,18,31,50,88,647,0,,2022
89,Montrezl Harrell,28,CHO,C,25,0,524,111,172,0.645,0,2,0.0,111,170,0.653,0.645,63,91,0.692,53,69,122,49,11,12,22,49,285,0,,2022
90,Wendell Carter Jr.,22,ORL,PF,62,61,1852,359,684,0.525,70,214,0.327,289,470,0.615,0.576,143,207,0.691,139,509,648,171,36,43,117,169,931,0,,2022
91,Bradley Beal,28,WAS,SG,40,40,1439,348,771,0.451,63,210,0.3,285,561,0.508,0.492,169,203,0.833,38,151,189,265,36,15,135,95,928,0,,2022
92,Anthony Davis,28,LAL,C,40,40,1404,370,695,0.532,13,70,0.186,357,625,0.571,0.542,174,244,0.713,106,288,394,122,49,90,82,97,927,0,,2022
93,Patty Mills,33,BRK,SG,81,48,2346,324,794,0.408,227,568,0.4,97,226,0.429,0.551,48,59,0.814,18,138,156,183,51,17,73,112,923,0,,2022
94,Carmelo Anthony,37,LAL,PF,69,3,1793,319,723,0.441,149,397,0.375,170,326,0.521,0.544,132,159,0.83,62,226,288,68,47,52,59,166,919,0,,2022
95,Jae'Sean Tate,26,HOU,PF,78,77,2056,363,729,0.498,63,202,0.312,300,527,0.569,0.541,130,184,0.707,135,285,420,222,72,41,139,286,919,0,,2022
96,Spencer Dinwiddie,28,2TM,PG,67,51,1980,306,735,0.416,112,330,0.339,194,405,0.479,0.493,195,252,0.774,45,234,279,346,44,13,104,150,919,1,,2022
96,Spencer Dinwiddie,28,WAS,PG,44,44,1330,185,492,0.376,70,226,0.31,115,266,0.432,0.447,116,143,0.811,36,171,207,256,27,7,73,107,556,1,,2022
96,Spencer Dinwiddie,28,DAL,PG,23,7,650,121,243,0.498,42,104,0.404,79,139,0.568,0.584,79,109,0.725,9,63,72,90,17,6,31,43,363,0,,2022
97,Jakob Poeltl,26,SAS,C,68,67,1970,410,663,0.618,1,1,1.0,409,662,0.618,0.619,94,190,0.495,262,372,634,189,45,118,109,212,915,0,,2022
98,Jarrett Allen,23,CLE,C,56,56,1809,369,545,0.677,1,10,0.1,368,535,0.688,0.678,165,233,0.708,192,410,602,92,44,75,94,97,904,0,AS,2022
99,Jerami Grant,27,DET,PF,47,47,1500,298,699,0.426,91,254,0.358,207,445,0.465,0.491,217,259,0.838,28,163,191,111,44,49,85,107,904,0,,2022
100,Devonte' Graham,26,NOP,PG,76,63,2162,296,815,0.363,192,563,0.341,104,252,0.413,0.481,118,140,0.843,37,140,177,316,71,12,105,95,902,0,,2022
101,Lauri Markkanen,24,CLE,SF,61,61,1878,313,703,0.445,136,380,0.358,177,323,0.548,0.542,138,159,0.868,59,286,345,81,45,30,54,130,900,0,,2022
102,Kevin Huerter,23,ATL,SF,74,60,2188,345,760,0.454,160,411,0.389,185,349,0.53,0.559,42,52,0.808,32,222,254,203,55,26,91,185,892,0,,2022
103,Immanuel Quickley,22,NYK,PG,78,3,1802,284,724,0.392,137,396,0.346,147,328,0.448,0.487,177,201,0.881,31,216,247,275,54,3,99,167,882,2,6MOY-10,2022
104,Dorian Finney-Smith,28,DAL,PF,80,80,2644,326,692,0.471,172,435,0.395,154,257,0.599,0.595,56,83,0.675,122,253,375,150,88,39,80,183,880,0,,2022
105,Luguentz Dort,22,OKC,SG,51,51,1665,293,726,0.404,130,391,0.332,163,335,0.487,0.493,161,191,0.843,38,174,212,88,46,18,88,149,877,0,,2022
106,John Collins,24,ATL,PF,54,53,1663,339,644,0.526,64,176,0.364,275,468,0.588,0.576,134,169,0.793,93,329,422,98,33,56,60,164,876,0,,2022
107,Terance Mann,25,LAC,SF,81,33,2317,334,690,0.484,76,208,0.365,258,482,0.535,0.539,128,164,0.78,104,321,425,209,55,21,84,178,872,0,,2022
108,Devin Vassell,21,SAS,SF,71,32,1937,326,764,0.427,137,380,0.361,189,384,0.492,0.516,83,99,0.838,44,262,306,136,76,41,58,143,872,0,,2022
109,Dennis Schröder,28,2TM,PG,64,29,1837,312,724,0.431,86,250,0.344,226,474,0.477,0.49,157,184,0.853,34,180,214,296,53,8,143,154,867,0,,2022
109,Dennis Schröder,28,BOS,PG,49,25,1433,257,584,0.44,67,192,0.349,190,392,0.485,0.497,123,145,0.848,28,136,164,208,41,5,104,116,704,0,,2022
109,Dennis Schröder,28,HOU,PG,15,4,404,55,140,0.393,19,58,0.328,36,82,0.439,0.461,34,39,0.872,6,44,50,88,12,3,39,38,163,0,,2022
110,Duncan Robinson,27,MIA,SG,79,68,2043,290,726,0.399,232,624,0.372,58,102,0.569,0.559,51,61,0.836,24,179,203,129,42,14,60,201,863,0,,2022
111,Davion Mitchell,23,SAC,PG,75,19,2076,352,843,0.418,101,320,0.316,251,523,0.48,0.477,56,85,0.659,33,133,166,313,55,24,114,141,861,0,,2022
112,Marcus Smart,27,BOS,PG,71,71,2296,300,718,0.418,119,360,0.331,181,358,0.506,0.501,142,179,0.793,42,228,270,417,119,18,159,160,861,0,"DPOY-1,DEF1",2022
113,Norman Powell,28,2TM,SF,45,41,1458,279,605,0.461,106,253,0.419,173,352,0.491,0.549,189,233,0.811,20,125,145,96,42,21,69,106,853,0,,2022
113,Norman Powell,28,POR,SF,40,39,1333,247,542,0.456,93,229,0.406,154,313,0.492,0.542,159,198,0.803,17,114,131,82,40,17,62,92,746,0,,2022
113,Norman Powell,28,LAC,SG,5,2,125,32,63,0.508,13,24,0.542,19,39,0.487,0.611,30,35,0.857,3,11,14,14,2,4,7,14,107,0,,2022
114,Lonnie Walker IV,23,SAS,SG,70,6,1612,311,764,0.407,111,353,0.314,200,411,0.487,0.48,116,148,0.784,18,163,181,152,44,19,71,98,849,0,,2022
115,Kyle Lowry,35,MIA,PG,63,63,2133,276,627,0.44,144,382,0.377,132,245,0.539,0.555,148,174,0.851,33,249,282,474,67,17,168,177,844,2,,2022
116,Jusuf Nurkić,27,POR,C,56,56,1579,321,600,0.535,15,56,0.268,306,544,0.563,0.548,185,268,0.69,167,452,619,157,62,34,143,189,842,0,,2022
117,Luke Kennard,25,LAC,SG,70,13,1919,287,639,0.449,190,423,0.449,97,216,0.449,0.598,69,77,0.896,20,209,229,146,42,6,60,101,833,0,6MOY-5,2022
118,Marcus Morris,32,LAC,PF,54,54,1564,300,691,0.434,101,275,0.367,199,416,0.478,0.507,129,148,0.872,26,213,239,113,28,18,69,115,830,0,,2022
119,OG Anunoby,24,TOR,SF,48,48,1728,309,697,0.443,115,317,0.363,194,380,0.511,0.526,89,118,0.754,74,190,264,125,71,25,80,131,822,0,,2022
120,Cameron Johnson,25,PHO,PF,66,16,1730,279,607,0.46,166,391,0.425,113,216,0.523,0.596,98,114,0.86,42,231,273,99,57,16,47,113,822,0,6MOY-3,2022
121,Clint Capela,27,ATL,C,74,73,2042,370,604,0.613,0,1,0.0,370,603,0.614,0.613,80,169,0.473,279,598,877,92,55,93,44,166,820,0,,2022
122,Josh Hart,26,2TM,SG,54,53,1791,287,569,0.504,73,213,0.343,214,356,0.601,0.569,160,211,0.758,62,326,388,224,61,13,114,150,807,0,,2022
122,Josh Hart,26,NOP,SG,41,40,1374,195,386,0.505,42,130,0.323,153,256,0.598,0.56,116,154,0.753,53,265,318,168,45,11,81,118,548,0,,2022
122,Josh Hart,26,POR,SG,13,13,417,92,183,0.503,31,83,0.373,61,100,0.61,0.587,44,57,0.772,9,61,70,56,16,2,33,32,259,0,,2022
123,Kyrie Irving,29,BRK,PG,29,29,1091,289,616,0.469,100,239,0.418,189,377,0.501,0.55,118,129,0.915,16,111,127,167,41,17,73,81,796,0,,2022
124,De'Anthony Melton,23,MEM,SG,73,15,1657,281,695,0.404,139,372,0.374,142,323,0.44,0.504,90,120,0.75,64,264,328,194,104,39,112,128,791,0,6MOY-8,2022
125,Trey Lyles,26,2TM,PF,75,23,1537,262,562,0.466,67,209,0.321,195,353,0.552,0.526,195,243,0.802,89,290,379,88,29,32,73,123,786,0,,2022
125,Trey Lyles,26,DET,PF,51,3,990,175,384,0.456,44,146,0.301,131,238,0.55,0.513,138,176,0.784,60,184,244,58,22,26,54,91,532,0,,2022
